,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,season,division,PA,1B,OBP,BA,SLG,OPS,ISO,HR/PA,K/PA,BB/PA,K/BB,BABIP,wOBA,wRAA,wRC,team
1,3,30,5,1,0,6,0,3,5,0,0,0,12,1,0,1,1,0,1,02/18/2023,away,16340,700,Texas Tech,9,True,3,10,-7,loss,2390732,260,2023,1,35,4,0.286,0.167,0.2,0.486,0.033,0.0,0.343,0.143,2.4,0.278,0.258,-3.895,1.6,260
2,3,31,5,0,0,8,1,1,6,2,0,0,7,1,1,0,0,0,1,02/19/2023,away,16340,700,Texas Tech,9,True,3,12,-9,loss,2391043,260,2023,1,39,4,0.333,0.161,0.258,0.591,0.097,0.026,0.179,0.154,1.167,0.174,0.31,-2.27,3.853,260
3,8,38,9,1,0,19,3,8,4,0,0,0,8,0,0,0,2,0,0,02/20/2023,away,16340,700,Texas Tech,9,True,8,9,-1,loss,2391066,260,2023,1,42,5,0.31,0.237,0.5,0.81,0.263,0.071,0.19,0.095,2.0,0.222,0.36,-0.3,6.294,260
0,5,36,9,1,2,14,0,5,4,0,0,0,11,1,0,0,0,0,0,02/17/2023,neutral,16340,553,Prairie View,9,True,5,7,-2,loss,2390331,261,2023,1,40,6,0.325,0.25,0.389,0.714,0.139,0.0,0.275,0.1,2.75,0.36,0.336,-1.266,5.014,261
1,3,30,5,1,0,6,0,2,3,0,0,1,5,2,0,0,2,0,2,02/18/2023,neutral,16340,665,Southern U.,9,True,3,4,-1,loss,2390785,261,2023,1,34,4,0.235,0.167,0.2,0.435,0.033,0.0,0.147,0.088,1.667,0.2,0.219,-5.137,0.201,261
2,14,32,13,6,2,26,1,14,6,2,1,1,7,0,0,0,2,0,0,02/19/2023,neutral,16340,432,Mississippi Val.,9,True,14,4,10,win,2390908,261,2023,1,42,4,0.5,0.406,0.812,1.312,0.406,0.024,0.167,0.143,1.167,0.48,0.553,7.975,14.569,261
3,7,37,13,0,0,16,1,7,5,0,0,1,12,1,1,0,2,0,1,02/21/2023,away,16340,31,Arkansas,9,True,7,9,-2,loss,2391145,261,2023,1,43,12,0.419,0.351,0.432,0.851,0.081,0.023,0.279,0.116,2.4,0.5,0.402,1.536,8.287,261
0,12,40,16,2,2,22,0,10,5,1,1,1,5,1,1,1,3,0,1,02/17/2023,neutral,16340,112,UC San Diego,9,True,12,4,8,win,2390322,1104,2023,1,48,12,0.458,0.4,0.55,1.008,0.15,0.0,0.104,0.104,1.0,0.444,0.459,4.508,12.044,1104
1,4,27,6,2,1,10,0,2,4,1,1,2,8,1,1,0,0,1,1,02/18/2023,home,16340,694,Tennessee,9,True,4,3,1,win,2390812,1104,2023,1,34,3,0.353,0.222,0.37,0.723,0.148,0.0,0.235,0.118,2.0,0.3,0.325,-1.458,3.88,1104
2,4,30,5,0,0,5,0,4,10,0,0,0,9,3,0,0,0,1,3,02/19/2023,neutral,16340,418,Michigan,9,True,4,6,-2,loss,2390884,1104,2023,1,39,5,0.41,0.167,0.167,0.577,0.0,0.0,0.231,0.256,0.9,0.238,0.323,-1.752,4.371,1104
3,1,33,5,3,0,8,0,0,5,0,0,0,7,0,0,0,1,0,0,02/20/2023,home,16340,416,Michigan St.,9,True,1,7,-6,loss,2391067,1104,2023,1,38,2,0.263,0.152,0.242,0.505,0.09,0.0,0.184,0.132,1.4,0.192,0.256,-4.306,1.66,1104
4,1,28,6,4,0,10,0,1,0,1,0,0,10,1,0,0,0,0,1,02/23/2023,home,16340,518,Ohio St.,9,True,1,0,1,win,2391250,1104,2023,1,29,2,0.241,0.214,0.357,0.598,0.143,0.0,0.345,0.0,0.0,0.333,0.273,-2.783,1.77,1104
0,3,32,7,1,0,8,0,2,3,1,0,0,9,1,1,0,0,0,1,02/17/2023,home,16340,810,Wright St.,9,True,3,8,-5,loss,2390486,277,2023,1,36,6,0.306,0.219,0.25,0.556,0.031,0.0,0.25,0.083,3.0,0.304,0.282,-3.124,2.528,277
1,5,28,7,1,1,10,0,4,1,3,0,2,1,0,0,0,2,0,0,02/18/2023,home,16340,810,Wright St.,8,True,5,4,1,win,2390720,277,2023,1,34,5,0.324,0.25,0.357,0.681,0.107,0.0,0.029,0.029,1.0,0.259,0.32,-1.631,3.707,277
2,12,27,10,4,1,22,2,12,5,4,0,0,8,0,0,0,0,0,0,02/18/2023,home,16340,810,Wright St.,9,True,12,2,10,win,2408120,277,2023,1,36,3,0.528,0.37,0.815,1.343,0.445,0.056,0.222,0.139,1.6,0.471,0.578,7.755,13.407,277
3,16,37,14,2,0,19,1,15,6,5,1,1,8,0,0,0,2,0,0,02/19/2023,home,16340,810,Wright St.,9,True,16,7,9,win,2391040,277,2023,1,50,11,0.5,0.378,0.514,1.014,0.136,0.02,0.16,0.12,1.333,0.448,0.475,5.513,13.363,277
0,6,35,11,2,0,19,2,5,6,2,0,0,12,2,2,0,0,1,1,02/17/2023,home,16340,81,Bryant,10,True,6,2,4,win,2390408,19651,2023,1,42,7,0.476,0.314,0.543,1.019,0.229,0.048,0.286,0.143,2.0,0.429,0.465,4.202,10.796,19651
1,7,30,7,1,1,19,3,6,5,1,0,0,9,0,1,0,0,0,0,02/18/2023,home,16340,81,Bryant,9,True,7,6,1,win,2390725,19651,2023,1,36,2,0.361,0.233,0.633,0.994,0.4,0.083,0.25,0.139,1.8,0.222,0.431,2.352,8.004,19651
2,10,38,14,3,1,19,0,9,4,2,0,0,4,2,1,0,0,1,1,02/19/2023,home,16340,81,Bryant,9,True,10,5,5,win,2390973,19651,2023,1,43,10,0.488,0.368,0.5,0.988,0.132,0.0,0.093,0.093,1.0,0.412,0.461,4.127,10.878,19651
3,7,34,10,1,0,20,3,7,4,0,0,0,9,1,2,0,0,0,1,02/21/2023,home,16340,27,App State,9,True,7,16,-9,loss,2391163,19651,2023,1,38,6,0.368,0.294,0.588,0.956,0.294,0.079,0.237,0.105,2.25,0.318,0.423,2.173,8.139,19651
0,0,22,4,0,0,4,0,0,3,0,0,0,5,2,1,0,0,0,0,02/17/2023,away,16340,28755,FGCU,9,True,0,13,-13,loss,2390479,283,2023,1,25,4,0.28,0.182,0.182,0.462,0.0,0.0,0.2,0.12,1.667,0.235,0.246,-3.088,0.837,283
1,2,25,6,1,0,10,1,2,1,1,0,0,7,1,0,1,0,0,0,02/18/2023,away,16340,28755,FGCU,9,True,2,7,-5,loss,2390612,283,2023,1,27,4,0.296,0.24,0.4,0.696,0.16,0.037,0.259,0.037,7.0,0.294,0.321,-1.268,2.971,283
2,7,34,9,0,0,12,1,5,3,0,2,0,8,2,0,0,1,0,0,02/18/2023,away,16340,28755,FGCU,9,True,7,10,-3,loss,2408937,283,2023,1,39,8,0.308,0.265,0.353,0.661,0.088,0.026,0.205,0.077,2.667,0.296,0.306,-2.429,3.694,283
3,4,34,7,1,0,8,0,3,4,1,0,0,6,1,0,0,0,0,1,02/19/2023,away,16340,28755,FGCU,9,True,4,7,-3,loss,2390932,283,2023,1,39,6,0.308,0.206,0.235,0.543,0.029,0.0,0.154,0.103,1.5,0.25,0.281,-3.424,2.699,283
4,6,38,12,1,0,16,1,6,2,1,0,0,9,0,0,0,2,1,0,02/23/2023,home,16340,14,UAlbany,9,True,6,5,1,win,2391830,283,2023,1,40,10,0.4,0.316,0.421,0.821,0.105,0.025,0.225,0.05,4.5,0.393,0.379,0.49,6.77,283
0,1,33,7,2,1,11,0,1,0,0,0,0,4,0,0,1,0,0,0,02/17/2023,neutral,16340,559,Purdue,9,True,1,12,-11,loss,2390323,285,2023,1,33,4,0.212,0.212,0.333,0.545,0.121,0.0,0.121,0.0,0.0,0.241,0.244,-4.144,1.037,285
1,4,23,5,1,0,6,0,3,6,2,1,0,3,2,0,2,0,0,2,02/18/2023,neutral,16340,559,Purdue,9,True,4,14,-10,loss,2390601,285,2023,1,32,4,0.406,0.217,0.261,0.667,0.044,0.0,0.094,0.188,0.5,0.238,0.357,-0.327,4.697,285
2,12,41,14,3,1,22,1,9,5,1,0,0,9,0,0,0,2,1,0,02/18/2023,neutral,16340,559,Purdue,9,True,12,3,9,win,2408931,285,2023,1,46,9,0.457,0.341,0.537,0.994,0.196,0.022,0.196,0.109,1.8,0.419,0.452,3.992,11.214,285
3,2,27,4,1,0,5,0,1,7,1,0,0,3,1,0,0,1,0,1,02/19/2023,neutral,16340,559,Purdue,9,True,2,12,-10,loss,2390890,285,2023,1,35,3,0.343,0.148,0.185,0.528,0.037,0.0,0.086,0.2,0.429,0.167,0.299,-2.43,3.065,285
0,0,30,3,0,0,3,0,0,1,0,0,0,7,0,0,0,0,0,0,02/17/2023,home,16340,107,California,9,True,0,7,-7,loss,2390277,288,2023,1,31,3,0.129,0.1,0.1,0.229,0.0,0.0,0.226,0.032,7.0,0.13,0.117,-7.912,-3.045,288
1,3,33,9,1,0,13,1,3,5,0,0,0,12,2,0,0,0,0,2,02/18/2023,home,16340,107,California,9,True,3,5,-2,loss,2390519,288,2023,1,38,7,0.368,0.273,0.394,0.762,0.121,0.026,0.316,0.132,2.4,0.4,0.365,-0.078,5.888,288
2,8,32,11,3,0,14,0,8,4,0,2,2,6,0,0,1,3,0,0,02/19/2023,home,16340,107,California,9,True,8,6,2,win,2390838,288,2023,1,40,8,0.375,0.344,0.438,0.813,0.094,0.0,0.15,0.1,1.5,0.393,0.366,-0.041,6.239,288
3,2,24,5,0,0,5,0,2,6,0,0,0,5,1,0,1,0,0,1,02/22/2023,away,16340,706,UTSA,9,True,2,12,-10,loss,2391243,288,2023,1,30,5,0.367,0.208,0.208,0.575,0.0,0.0,0.167,0.2,0.833,0.263,0.315,-1.593,3.117,288
0,0,24,3,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,02/17/2023,away,16340,536,UTRGV,9,True,0,10,-10,loss,2390482,287,2023,1,28,3,0.25,0.125,0.125,0.375,0.0,0.0,0.321,0.143,2.25,0.2,0.214,-4.374,0.022,287
1,6,38,13,4,0,20,1,6,3,1,0,0,10,0,1,0,0,0,0,02/18/2023,away,16340,536,UTRGV,9,True,6,10,-4,loss,2390808,287,2023,1,42,8,0.405,0.342,0.526,0.931,0.184,0.024,0.238,0.071,3.333,0.444,0.427,2.573,9.167,287
2,4,32,5,2,0,7,0,4,7,0,0,0,9,0,0,0,1,0,0,02/19/2023,away,16340,536,UTRGV,9,True,4,10,-6,loss,2390934,287,2023,1,39,3,0.308,0.156,0.219,0.527,0.063,0.0,0.231,0.179,1.286,0.217,0.281,-3.424,2.699,287
3,4,33,6,2,0,11,1,3,7,0,0,0,11,0,0,0,0,1,0,02/21/2023,away,16340,51,Baylor,9,True,4,11,-7,loss,2391200,287,2023,1,39,3,0.359,0.182,0.333,0.692,0.151,0.026,0.282,0.179,1.571,0.238,0.332,-1.394,4.729,287
0,9,31,9,3,0,18,2,9,4,3,1,0,7,0,0,1,2,0,0,02/17/2023,neutral,16340,817,Youngstown St.,9,True,9,6,3,win,2390333,301,2023,1,39,4,0.41,0.29,0.581,0.991,0.291,0.051,0.179,0.103,1.75,0.304,0.442,2.986,9.109,301
1,10,35,10,2,0,18,2,9,9,1,0,1,12,0,1,0,1,0,0,02/18/2023,neutral,16340,817,Youngstown St.,10,True,10,5,5,win,2390625,301,2023,1,46,6,0.435,0.286,0.514,0.949,0.228,0.043,0.261,0.196,1.333,0.381,0.438,3.334,10.556,301
2,1,32,6,2,0,8,0,1,2,0,0,0,20,1,0,0,0,0,1,02/18/2023,away,16340,749,Wake Forest,9,True,1,8,-7,loss,2390789,301,2023,1,34,4,0.235,0.188,0.25,0.485,0.062,0.0,0.588,0.059,10.0,0.5,0.235,-4.582,0.756,301
3,1,33,6,0,0,9,1,1,3,2,0,0,15,0,0,0,0,0,0,02/19/2023,away,16340,749,Wake Forest,9,True,1,10,-9,loss,2390965,301,2023,1,38,5,0.289,0.182,0.273,0.562,0.091,0.026,0.395,0.079,5.0,0.294,0.281,-3.336,2.63,301
0,13,31,9,2,0,14,1,9,5,3,2,0,7,1,0,0,0,0,1,02/17/2023,away,16340,43,Austin Peay,9,True,13,2,11,win,2390419,299,2023,1,41,6,0.415,0.29,0.452,0.867,0.162,0.024,0.171,0.122,1.4,0.32,0.405,1.591,8.028,299
1,1,32,5,0,0,5,0,1,3,0,0,0,17,0,0,0,4,0,0,02/18/2023,away,16340,43,Austin Peay,9,True,1,9,-8,loss,2390686,299,2023,1,35,5,0.229,0.156,0.156,0.385,0.0,0.0,0.486,0.086,5.667,0.333,0.203,-5.86,-0.365,299
2,14,41,16,5,0,27,2,14,8,1,1,2,9,1,1,0,1,0,0,02/19/2023,away,16340,43,Austin Peay,10,True,14,13,1,win,2391009,299,2023,1,53,9,0.472,0.39,0.659,1.131,0.269,0.038,0.17,0.151,1.125,0.452,0.493,6.818,15.139,299
3,5,35,6,1,1,12,1,5,4,1,0,0,3,0,0,2,1,0,0,02/21/2023,away,16340,660,SIUE,10,True,5,6,-1,loss,2391150,299,2023,1,40,3,0.275,0.171,0.343,0.618,0.172,0.025,0.075,0.1,0.75,0.161,0.293,-3.022,3.258,299
0,10,38,12,4,0,19,1,8,7,0,0,0,9,0,0,0,2,0,0,02/17/2023,away,16340,610,Saint Mary's (CA),9,True,10,8,2,win,2390324,302,2023,1,45,7,0.422,0.316,0.5,0.922,0.184,0.022,0.2,0.156,1.286,0.393,0.43,2.894,9.959,302
1,6,35,7,1,0,14,2,6,4,1,0,0,9,0,0,0,1,0,0,02/17/2023,away,16340,610,Saint Mary's (CA),9,True,6,5,1,win,2408378,302,2023,1,40,4,0.3,0.2,0.4,0.7,0.2,0.05,0.225,0.1,2.25,0.208,0.325,-1.715,4.565,302
2,7,40,12,3,0,21,2,7,5,0,0,2,14,0,0,1,1,0,0,02/18/2023,away,16340,610,Saint Mary's (CA),10,True,7,3,4,win,2390682,302,2023,1,47,7,0.362,0.3,0.525,0.887,0.225,0.043,0.298,0.106,2.8,0.417,0.392,1.2,8.579,302
3,1,24,4,0,0,4,0,0,2,1,0,0,11,0,1,0,0,0,0,02/19/2023,away,16340,610,Saint Mary's (CA),9,True,1,8,-7,loss,2390895,302,2023,1,27,4,0.259,0.167,0.167,0.426,0.0,0.0,0.407,0.074,5.5,0.308,0.229,-3.804,0.435,302
0,0,31,5,1,1,8,0,0,1,1,0,0,8,1,0,0,0,0,0,02/17/2023,home,16340,660,SIUE,9,True,0,2,-2,loss,2390480,2743,2023,1,33,3,0.212,0.161,0.258,0.47,0.097,0.0,0.242,0.03,8.0,0.217,0.224,-4.818,0.363,2743
1,5,31,8,0,0,14,2,5,0,1,0,0,6,1,0,0,1,0,1,02/18/2023,home,16340,660,SIUE,9,True,5,1,4,win,2390807,2743,2023,1,32,6,0.281,0.258,0.452,0.733,0.194,0.062,0.188,0.0,0.0,0.261,0.327,-1.307,3.717,2743
2,5,35,10,2,0,12,0,3,5,1,0,0,8,2,0,0,1,0,2,02/19/2023,home,16340,660,SIUE,9,True,5,9,-4,loss,2391011,2743,2023,1,41,8,0.39,0.286,0.343,0.733,0.057,0.0,0.195,0.122,1.6,0.37,0.364,-0.126,6.311,2743
3,3,34,6,3,0,12,1,3,2,3,1,0,17,0,0,0,1,0,0,02/21/2023,home,16340,1395,Tarleton St.,9,True,3,5,-2,loss,2391093,2743,2023,1,40,2,0.275,0.176,0.353,0.628,0.177,0.025,0.425,0.05,8.5,0.294,0.294,-2.981,3.299,2743
0,4,33,5,0,0,8,1,3,4,3,0,0,12,0,0,0,0,0,0,02/17/2023,away,16340,37,Auburn,9,True,4,8,-4,loss,2390244,306,2023,1,40,4,0.3,0.152,0.242,0.542,0.09,0.025,0.3,0.1,3.0,0.2,0.283,-3.43,2.85,306
1,1,30,4,1,0,5,0,1,3,1,0,0,5,2,0,0,0,0,2,02/18/2023,away,16340,37,Auburn,9,True,1,6,-5,loss,2390728,306,2023,1,34,3,0.235,0.133,0.167,0.402,0.034,0.0,0.147,0.088,1.667,0.16,0.215,-5.276,0.062,306
2,11,40,14,4,0,21,1,10,7,1,1,0,7,0,0,0,1,0,0,02/19/2023,away,16340,37,Auburn,9,True,11,2,9,win,2390976,306,2023,1,49,9,0.449,0.35,0.525,0.974,0.175,0.02,0.143,0.143,1.0,0.394,0.45,4.152,11.845,306
3,13,37,14,1,2,25,2,12,3,2,1,0,10,1,0,0,2,0,1,02/21/2023,home,16340,414,Miami (OH),9,True,13,5,8,win,2391165,306,2023,1,43,9,0.442,0.378,0.676,1.118,0.298,0.047,0.233,0.07,3.333,0.462,0.49,5.4,12.151,306
0,2,39,6,4,1,12,0,2,6,1,0,0,16,0,0,1,0,1,0,02/17/2023,neutral,16340,312,Iowa,11,True,2,6,-4,loss,2390367,305,2023,1,45,1,0.311,0.154,0.308,0.619,0.154,0.0,0.356,0.133,2.667,0.261,0.296,-3.262,3.803,305
1,6,29,4,0,0,4,0,5,5,4,0,1,10,0,0,0,2,0,0,02/18/2023,neutral,16340,562,Quinnipiac,9,True,6,1,5,win,2420142,305,2023,1,39,4,0.333,0.138,0.138,0.471,0.0,0.0,0.256,0.128,2.0,0.211,0.281,-3.424,2.699,305
2,8,30,9,5,0,17,1,8,3,2,0,0,6,1,0,2,1,0,1,02/21/2023,neutral,16340,28755,FGCU,9,True,8,7,1,win,2391159,305,2023,1,35,3,0.4,0.3,0.567,0.967,0.267,0.029,0.171,0.086,2.0,0.348,0.437,2.501,7.996,305
3,3,31,5,0,0,8,1,2,4,1,1,0,16,1,0,0,0,0,1,02/22/2023,away,16340,415,Miami (FL),9,True,3,9,-6,loss,2391247,305,2023,1,37,4,0.27,0.161,0.258,0.528,0.097,0.027,0.432,0.108,4.0,0.267,0.263,-3.929,1.88,305
0,3,33,7,1,0,8,0,3,2,1,0,1,15,0,0,1,0,0,0,02/17/2023,away,16340,563,Radford,9,True,3,1,2,win,2390290,310,2023,1,37,6,0.27,0.212,0.242,0.512,0.03,0.0,0.405,0.054,7.5,0.389,0.253,-4.306,1.503,310
1,2,36,5,1,0,9,1,2,1,1,0,0,16,0,0,0,0,0,0,02/18/2023,away,16340,563,Radford,9,True,2,9,-7,loss,2390527,310,2023,1,38,3,0.184,0.139,0.25,0.434,0.111,0.026,0.421,0.026,16.0,0.211,0.203,-6.362,-0.396,310
2,6,33,7,2,1,11,0,6,9,1,0,0,13,2,0,0,0,0,2,02/19/2023,away,16340,563,Radford,9,True,6,11,-5,loss,2390846,310,2023,1,43,4,0.395,0.212,0.333,0.728,0.121,0.0,0.302,0.209,1.444,0.35,0.37,0.132,6.883,310
0,6,39,9,1,0,16,2,6,1,2,0,0,9,1,0,1,0,0,0,02/17/2023,neutral,16340,305,Indiana St.,11,True,6,2,4,win,2390367,312,2023,1,42,6,0.286,0.231,0.41,0.696,0.179,0.048,0.214,0.024,9.0,0.25,0.318,-2.101,4.493,312
1,7,32,13,3,0,19,1,7,4,1,1,3,6,1,0,0,1,0,0,02/18/2023,neutral,16340,562,Quinnipiac,9,True,7,1,6,win,2390603,312,2023,1,41,9,0.439,0.406,0.594,1.033,0.188,0.024,0.146,0.098,1.5,0.462,0.448,3.391,9.828,312
2,10,37,11,5,0,19,1,9,3,4,0,0,5,1,0,0,1,0,0,02/19/2023,neutral,16340,562,Quinnipiac,9,True,10,0,10,win,2390889,312,2023,1,44,5,0.409,0.297,0.514,0.923,0.217,0.023,0.114,0.068,1.667,0.323,0.428,2.74,9.648,312
0,4,33,8,0,1,10,0,3,5,2,0,0,12,1,0,0,0,0,0,02/17/2023,neutral,16340,665,Southern U.,9,True,4,5,-1,loss,2390490,314,2023,1,40,7,0.375,0.242,0.303,0.678,0.061,0.0,0.3,0.125,2.4,0.381,0.346,-0.858,5.422,314
1,14,33,15,4,0,19,0,14,6,3,1,0,5,0,0,0,0,0,0,02/18/2023,neutral,16340,432,Mississippi Val.,9,True,14,1,13,win,2390586,314,2023,1,43,11,0.558,0.455,0.576,1.134,0.121,0.0,0.116,0.14,0.833,0.517,0.53,7.156,13.907,314
2,8,33,9,1,0,10,0,5,4,1,0,2,6,1,0,1,0,0,0,02/19/2023,neutral,16340,553,Prairie View,9,True,8,3,5,win,2390882,314,2023,1,40,8,0.35,0.273,0.303,0.653,0.03,0.0,0.15,0.1,1.5,0.333,0.321,-1.879,4.401,314
3,0,21,2,0,0,2,0,0,1,1,0,1,11,0,0,1,0,0,0,02/21/2023,home,16340,655,Southeastern La.,9,True,0,19,-19,loss,2391115,314,2023,1,24,2,0.167,0.095,0.095,0.262,0.0,0.0,0.458,0.042,11.0,0.2,0.145,-5.44,-1.672,314
0,6,27,3,0,0,6,1,4,4,1,0,0,10,1,0,0,1,0,1,02/17/2023,home,16340,331,Kent St.,9,True,6,5,1,win,2390281,316,2023,1,32,2,0.25,0.111,0.222,0.472,0.111,0.031,0.312,0.125,2.5,0.125,0.244,-4.018,1.006,316
1,6,56,10,0,0,10,0,5,9,2,1,0,19,0,1,0,0,1,0,02/18/2023,home,16340,331,Kent St.,16,True,6,10,-4,loss,2390521,316,2023,1,67,10,0.328,0.179,0.179,0.507,0.0,0.0,0.284,0.134,2.111,0.263,0.271,-6.567,3.952,316
2,6,35,9,1,0,16,2,6,2,1,0,0,9,2,0,0,0,0,2,02/19/2023,home,16340,331,Kent St.,9,True,6,18,-12,loss,2390840,316,2023,1,38,6,0.316,0.257,0.457,0.773,0.2,0.053,0.237,0.053,4.5,0.292,0.351,-0.621,5.345,316
3,2,31,3,1,0,7,1,2,5,1,0,0,13,0,0,1,0,0,0,02/21/2023,home,16340,234,Florida St.,9,True,2,11,-9,loss,2391097,316,2023,1,37,1,0.243,0.097,0.226,0.469,0.129,0.027,0.351,0.135,2.6,0.118,0.242,-4.722,1.087,316
0,8,38,10,1,0,20,3,8,8,4,0,0,15,0,0,0,0,0,0,02/17/2023,away,16340,257,Georgia,9,True,8,5,3,win,2390381,315,2023,1,50,6,0.44,0.263,0.526,0.966,0.263,0.06,0.3,0.16,1.875,0.35,0.449,4.186,12.036,315
1,3,31,6,1,0,10,1,3,3,3,0,0,10,2,0,0,0,0,2,02/18/2023,away,16340,257,Georgia,9,True,3,10,-7,loss,2390745,315,2023,1,37,4,0.324,0.194,0.323,0.647,0.129,0.027,0.27,0.081,3.333,0.25,0.32,-1.775,4.034,315
2,5,37,12,2,0,14,0,5,5,1,1,0,9,0,0,0,0,0,0,02/19/2023,away,16340,257,Georgia,9,True,5,10,-5,loss,2391003,315,2023,1,44,10,0.409,0.324,0.378,0.787,0.054,0.0,0.205,0.114,1.8,0.414,0.383,0.719,7.627,315
3,6,34,6,0,0,9,1,6,8,1,0,0,6,1,0,0,1,0,0,02/21/2023,away,16340,625,Samford,9,True,6,7,-1,loss,2391173,315,2023,1,43,5,0.349,0.176,0.265,0.614,0.089,0.023,0.14,0.186,0.75,0.185,0.321,-2.019,4.732,315
0,7,32,10,4,0,14,0,6,7,2,0,0,7,3,2,0,1,0,3,02/17/2023,away,16340,234,Florida St.,9,True,7,12,-5,loss,2390432,317,2023,1,41,6,0.463,0.312,0.438,0.901,0.126,0.0,0.171,0.171,1.0,0.4,0.44,3.056,9.493,317
1,1,32,7,1,0,8,0,1,2,1,0,1,9,0,1,1,0,0,0,02/18/2023,away,16340,234,Florida St.,9,True,1,5,-4,loss,2390776,317,2023,1,36,6,0.278,0.219,0.25,0.528,0.031,0.0,0.25,0.056,4.5,0.304,0.26,-3.933,1.719,317
2,10,36,9,4,0,13,0,9,6,1,0,0,6,1,1,0,0,0,1,02/19/2023,away,16340,234,Florida St.,9,True,10,17,-7,loss,2390969,317,2023,1,43,5,0.372,0.25,0.361,0.733,0.111,0.0,0.14,0.14,1.0,0.3,0.36,-0.307,6.444,317
3,10,36,13,2,2,25,2,8,6,1,0,1,5,2,1,0,3,0,2,02/21/2023,home,16340,248,George Mason,9,True,10,2,8,win,2391140,317,2023,1,44,7,0.455,0.361,0.694,1.149,0.333,0.045,0.114,0.136,0.833,0.379,0.5,5.974,12.882,317
0,5,32,9,3,0,12,0,5,7,0,1,0,10,0,0,0,1,0,0,02/17/2023,home,16340,735,Valparaiso,9,True,5,1,4,win,2390398,328,2023,1,40,6,0.4,0.281,0.375,0.775,0.094,0.0,0.25,0.175,1.429,0.391,0.378,0.449,6.729,328
1,3,32,5,1,0,6,0,2,3,0,0,0,7,2,1,0,0,0,0,02/18/2023,home,16340,735,Valparaiso,9,True,3,11,-8,loss,2390715,328,2023,1,35,4,0.229,0.156,0.188,0.417,0.032,0.0,0.2,0.086,2.333,0.2,0.213,-5.503,-0.008,328
2,6,27,4,0,0,10,2,6,7,0,0,1,9,1,0,0,0,0,1,02/19/2023,home,16340,735,Valparaiso,9,True,6,4,2,win,2390959,328,2023,1,35,2,0.314,0.148,0.37,0.684,0.222,0.057,0.257,0.2,1.286,0.125,0.324,-1.536,3.959,328
0,7,33,6,2,0,8,0,6,6,2,2,0,15,0,0,1,5,0,0,02/17/2023,away,16340,676,SFA,9,True,7,6,1,win,2390483,327,2023,1,43,4,0.326,0.182,0.242,0.568,0.06,0.0,0.349,0.14,2.5,0.3,0.296,-3.117,3.634,327
1,8,32,10,0,0,22,4,8,3,2,1,0,8,0,3,0,0,0,0,02/18/2023,away,16340,676,SFA,9,True,8,4,4,win,2390754,327,2023,1,38,6,0.395,0.312,0.688,1.083,0.376,0.105,0.211,0.079,2.667,0.286,0.462,3.686,9.652,327
2,14,40,13,4,0,20,1,14,12,0,2,0,10,0,0,0,2,0,0,02/19/2023,away,16340,676,SFA,9,True,14,8,6,win,2391018,327,2023,1,54,8,0.463,0.325,0.5,0.963,0.175,0.019,0.185,0.222,0.833,0.387,0.448,4.466,12.944,327
3,16,37,12,0,0,27,5,16,12,2,0,0,8,1,0,1,2,0,1,02/20/2023,away,16340,676,SFA,9,True,16,5,11,win,2391081,327,2023,1,51,7,0.51,0.324,0.73,1.24,0.406,0.098,0.157,0.235,0.667,0.292,0.541,9.06,17.067,327
4,3,32,9,1,0,13,1,3,2,0,1,1,7,1,1,0,0,0,1,02/22/2023,away,16340,346,Lamar University,9,True,3,4,-1,loss,2391244,327,2023,1,36,7,0.306,0.281,0.406,0.712,0.125,0.028,0.194,0.056,3.5,0.32,0.319,-1.764,3.888,327
0,6,36,9,1,0,16,2,6,10,1,0,0,8,1,0,0,3,0,0,02/17/2023,home,16340,474,New Orleans,9,True,6,9,-3,loss,2390412,1157,2023,1,47,6,0.426,0.25,0.444,0.87,0.194,0.043,0.17,0.213,0.8,0.269,0.417,2.399,9.778,1157
1,10,32,13,3,0,16,0,9,6,2,2,2,7,0,2,0,1,0,0,02/18/2023,home,16340,474,New Orleans,9,True,10,1,9,win,2390735,1157,2023,1,44,10,0.477,0.406,0.5,0.977,0.094,0.0,0.159,0.136,1.167,0.481,0.448,3.639,10.547,1157
2,8,32,10,1,2,24,3,8,5,0,0,1,7,1,0,0,0,0,0,02/19/2023,home,16340,474,New Orleans,9,True,8,4,4,win,2390986,1157,2023,1,38,4,0.395,0.312,0.75,1.145,0.438,0.079,0.184,0.132,1.4,0.318,0.48,4.384,10.35,1157
0,5,37,11,3,0,17,1,5,2,1,0,0,12,0,1,1,1,0,0,02/17/2023,away,16340,316,Jacksonville,9,True,5,6,-1,loss,2390281,331,2023,1,40,7,0.35,0.297,0.459,0.809,0.162,0.025,0.3,0.05,6.0,0.417,0.373,0.245,6.525,331
1,10,54,9,5,0,14,0,10,15,4,0,2,19,0,2,0,3,0,0,02/18/2023,away,16340,316,Jacksonville,16,True,10,6,4,win,2390521,331,2023,1,75,4,0.373,0.167,0.259,0.632,0.092,0.0,0.253,0.2,1.267,0.257,0.338,-2.221,9.554,331
